"datas_param","QTY_ITEMS","QTY_CLIENTS"
2019-02-24 17:30:00,768,101
2019-02-24 17:45:00,555,88
2019-02-24 18:00:00,731,111
2019-02-24 18:15:00,761,116
2019-02-24 18:30:00,642,95
2019-02-24 18:45:00,711,104
2019-02-24 19:00:00,845,111
2019-02-24 19:15:00,662,98
2019-02-24 19:30:00,858,83
2019-02-24 19:45:00,605,87
2019-02-24 20:00:00,735,96
2019-02-24 20:15:00,710,102
2019-02-24 20:30:00,491,83
2019-02-24 20:45:00,565,83
2019-02-24 21:00:00,620,96
2019-02-24 21:15:00,579,84
2019-02-24 21:30:00,435,75
2019-02-24 21:45:00,483,81
2019-02-24 22:00:00,449,71
2019-02-24 22:15:00,339,65
2019-02-24 22:30:00,352,58
2019-02-24 22:45:00,193,39
2019-02-24 23:00:00,246,46
2019-02-24 23:15:00,259,22
2019-02-24 23:30:00,111,6
2019-02-24 23:45:00,10,6
2019-02-25 00:00:00,172,24
2019-02-25 00:15:00,,
2019-02-25 00:30:00,,
2019-02-25 00:45:00,,
2019-02-25 01:00:00,,
2019-02-25 01:15:00,,
2019-02-25 01:30:00,,
2019-02-25 01:45:00,,
2019-02-25 02:00:00,,
2019-02-25 02:15:00,,
2019-02-25 02:30:00,,
2019-02-25 02:45:00,,
2019-02-25 03:00:00,,
2019-02-25 03:15:00,,
2019-02-25 03:30:00,,
2019-02-25 03:45:00,,
2019-02-25 04:00:00,,
2019-02-25 04:15:00,,
2019-02-25 04:30:00,,
2019-02-25 04:45:00,,
2019-02-25 05:00:00,,
2019-02-25 05:15:00,,
2019-02-25 05:30:00,,
2019-02-25 05:45:00,,
2019-02-25 06:00:00,,
2019-02-25 06:15:00,,
2019-02-25 06:30:00,,
2019-02-25 06:45:00,,
2019-02-25 07:00:00,,
2019-02-25 07:15:00,,
2019-02-25 07:30:00,2,1
2019-02-25 07:45:00,,
2019-02-25 08:00:00,126,41
2019-02-25 08:15:00,381,65
2019-02-25 08:30:00,412,75
2019-02-25 08:45:00,293,54
2019-02-25 09:00:00,287,49
2019-02-25 09:15:00,353,56
2019-02-25 09:30:00,374,65
2019-02-25 09:45:00,349,62
2019-02-25 10:00:00,435,81
2019-02-25 10:15:00,470,70
2019-02-25 10:30:00,579,96
2019-02-25 10:45:00,400,77
2019-02-25 11:00:00,586,98
2019-02-25 11:15:00,834,96
2019-02-25 11:30:00,456,86
2019-02-25 11:45:00,442,79
2019-02-25 12:00:00,592,114
2019-02-25 12:15:00,824,151
2019-02-25 12:30:00,573,158
2019-02-25 12:45:00,620,160
2019-02-25 13:00:00,549,157
2019-02-25 13:15:00,561,144
2019-02-25 13:30:00,579,155
2019-02-25 13:45:00,496,127
2019-02-25 14:00:00,637,122
2019-02-25 14:15:00,456,100
2019-02-25 14:30:00,454,107
2019-02-25 14:45:00,504,96
2019-02-25 15:00:00,698,105
2019-02-25 15:15:00,486,99
2019-02-25 15:30:00,461,96
2019-02-25 15:45:00,393,71
2019-02-25 16:00:00,532,95
2019-02-25 16:15:00,600,90
2019-02-25 16:30:00,690,108
2019-02-25 16:45:00,579,102
2019-02-25 17:00:00,721,106
2019-02-25 17:15:00,700,97
2019-02-25 17:30:00,595,113
2019-02-25 17:45:00,608,110
2019-02-25 18:00:00,766,119
2019-02-25 18:15:00,614,117
2019-02-25 18:30:00,667,109
2019-02-25 18:45:00,720,105
2019-02-25 19:00:00,764,116
2019-02-25 19:15:00,827,105
2019-02-25 19:30:00,779,105
2019-02-25 19:45:00,627,94
2019-02-25 20:00:00,798,98
2019-02-25 20:15:00,793,101
2019-02-25 20:30:00,647,82
2019-02-25 20:45:00,432,66
2019-02-25 21:00:00,570,79
2019-02-25 21:15:00,743,83
2019-02-25 21:30:00,703,67
2019-02-25 21:45:00,528,64
2019-02-25 22:00:00,588,51
2019-02-25 22:15:00,285,38
2019-02-25 22:30:00,353,57
2019-02-25 22:45:00,218,41
2019-02-25 23:00:00,340,48
2019-02-25 23:15:00,199,32
2019-02-25 23:30:00,361,43
2019-02-25 23:45:00,205,34
2019-02-26 00:00:00,370,42
2019-02-26 00:15:00,227,38
2019-02-26 00:30:00,119,21
2019-02-26 00:45:00,49,10
2019-02-26 01:00:00,89,10
2019-02-26 01:15:00,244,19
2019-02-26 01:30:00,39,11
2019-02-26 01:45:00,124,11
2019-02-26 02:00:00,124,13
2019-02-26 02:15:00,71,8
2019-02-26 02:30:00,32,8
2019-02-26 02:45:00,1,1
2019-02-26 03:00:00,17,3
2019-02-26 03:15:00,6,2
2019-02-26 03:30:00,26,3
2019-02-26 03:45:00,67,7
2019-02-26 04:00:00,28,4
2019-02-26 04:15:00,9,2
2019-02-26 04:30:00,5,3
2019-02-26 04:45:00,29,9
2019-02-26 05:00:00,33,9
2019-02-26 05:15:00,103,23
2019-02-26 05:30:00,84,20
2019-02-26 05:45:00,66,20
2019-02-26 06:00:00,98,32
2019-02-26 06:15:00,140,28
2019-02-26 06:30:00,125,30
2019-02-26 06:45:00,78,22
2019-02-26 07:00:00,,
2019-02-26 07:15:00,,
2019-02-26 07:30:00,30,26
2019-02-26 07:45:00,15,15
2019-02-26 08:00:00,12,12
2019-02-26 08:15:00,8,8
2019-02-26 08:30:00,6,5
2019-02-26 08:45:00,5,5
2019-02-26 09:00:00,,
2019-02-26 09:15:00,2,2
2019-02-26 09:30:00,76,9
2019-02-26 09:45:00,111,28
2019-02-26 10:00:00,264,68
2019-02-26 10:15:00,574,86
2019-02-26 10:30:00,682,103
2019-02-26 10:45:00,735,99
2019-02-26 11:00:00,999,113
2019-02-26 11:15:00,1016,101
2019-02-26 11:30:00,850,104
2019-02-26 11:45:00,800,107
2019-02-26 12:00:00,903,136
2019-02-26 12:15:00,887,139
2019-02-26 12:30:00,882,138
2019-02-26 12:45:00,798,142
2019-02-26 13:00:00,923,151
2019-02-26 13:15:00,983,157
2019-02-26 13:30:00,932,154
2019-02-26 13:45:00,1033,155
2019-02-26 14:00:00,805,141
2019-02-26 14:15:00,484,85
2019-02-26 14:30:00,713,85
2019-02-26 14:45:00,526,74
2019-02-26 15:00:00,724,89
2019-02-26 15:15:00,720,81
2019-02-26 15:30:00,789,107
2019-02-26 15:45:00,589,93
2019-02-26 16:00:00,672,102
2019-02-26 16:15:00,675,106
2019-02-26 16:30:00,1075,110
2019-02-26 16:45:00,1044,112
2019-02-26 17:00:00,827,111
2019-02-26 17:15:00,1029,119
2019-02-26 17:30:00,869,117
2019-02-26 17:45:00,849,135
2019-02-26 18:00:00,1107,146
2019-02-26 18:15:00,1007,120
2019-02-26 18:30:00,927,117
2019-02-26 18:45:00,816,112
2019-02-26 19:00:00,1196,132
2019-02-26 19:15:00,896,112
2019-02-26 19:30:00,895,106
2019-02-26 19:45:00,799,91
2019-02-26 20:00:00,935,125
2019-02-26 20:15:00,1039,117
2019-02-26 20:30:00,910,124
2019-02-26 20:45:00,105,104
2019-02-26 21:00:00,1096,107
2019-02-26 21:15:00,1004,96
2019-02-26 21:30:00,674,97
2019-02-26 21:45:00,653,79
2019-02-26 22:00:00,698,101
2019-02-26 22:15:00,719,83
2019-02-26 22:30:00,511,70
2019-02-26 22:45:00,488,58
2019-02-26 23:00:00,650,71
2019-02-26 23:15:00,487,57
2019-02-26 23:30:00,739,53
2019-02-26 23:45:00,279,35
2019-02-27 00:00:00,299,38
2019-02-27 00:15:00,314,44
2019-02-27 00:30:00,219,25
2019-02-27 00:45:00,207,22
2019-02-27 01:00:00,117,19
2019-02-27 01:15:00,156,15
2019-02-27 01:30:00,56,14
2019-02-27 01:45:00,60,10
2019-02-27 02:00:00,82,17
2019-02-27 02:15:00,52,9
2019-02-27 02:30:00,61,8
2019-02-27 02:45:00,23,5
2019-02-27 03:00:00,28,8
2019-02-27 03:15:00,,
2019-02-27 03:30:00,30,5
2019-02-27 03:45:00,34,6
2019-02-27 04:00:00,37,7
2019-02-27 04:15:00,26,4
2019-02-27 04:30:00,23,5
2019-02-27 04:45:00,13,5
2019-02-27 05:00:00,91,9
2019-02-27 05:15:00,101,24
2019-02-27 05:30:00,93,21
2019-02-27 05:45:00,127,31
2019-02-27 06:00:00,218,34
2019-02-27 06:15:00,202,36
2019-02-27 06:30:00,249,57
2019-02-27 06:45:00,190,46
2019-02-27 07:00:00,75,8
2019-02-27 07:15:00,381,85
2019-02-27 07:30:00,481,73
2019-02-27 07:45:00,428,69
2019-02-27 08:00:00,525,71
2019-02-27 08:15:00,771,86
2019-02-27 08:30:00,821,101
2019-02-27 08:45:00,734,98
2019-02-27 09:00:00,814,90
2019-02-27 09:15:00,823,103
2019-02-27 09:30:00,950,117
2019-02-27 09:45:00,885,95
2019-02-27 10:00:00,1179,117
2019-02-27 10:15:00,1158,122
2019-02-27 10:30:00,1134,124
2019-02-27 10:45:00,1091,101
2019-02-27 11:00:00,1088,117
2019-02-27 11:15:00,927,135
2019-02-27 11:30:00,876,124
2019-02-27 11:45:00,1032,109
2019-02-27 12:00:00,1074,133
2019-02-27 12:15:00,1197,159
2019-02-27 12:30:00,1065,158
2019-02-27 12:45:00,872,164
2019-02-27 13:00:00,1088,187
2019-02-27 13:15:00,1109,179
2019-02-27 13:30:00,1121,198
2019-02-27 13:45:00,1125,181
2019-02-27 14:00:00,1166,170
2019-02-27 14:15:00,917,136
2019-02-27 14:30:00,787,137
2019-02-27 14:45:00,860,127
2019-02-27 15:00:00,896,134
2019-02-27 15:15:00,840,130
2019-02-27 15:30:00,957,141
2019-02-27 15:45:00,911,134
2019-02-27 16:00:00,1204,151
2019-02-27 16:15:00,975,109
2019-02-27 16:30:00,113,137
2019-02-27 16:45:00,1001,128
2019-02-27 17:00:00,1266,159
2019-02-27 17:15:00,1034,135
2019-02-27 17:30:00,855,118
2019-02-27 17:45:00,946,120
2019-02-27 18:00:00,1092,155
2019-02-27 18:15:00,784,148
2019-02-27 18:30:00,786,145
2019-02-27 18:45:00,778,107
2019-02-27 19:00:00,1089,130
2019-02-27 19:15:00,1035,129
2019-02-27 19:30:00,944,112
2019-02-27 19:45:00,819,103
2019-02-27 20:00:00,811,111
2019-02-27 20:15:00,812,93
2019-02-27 20:30:00,775,91
2019-02-27 20:45:00,1036,93
2019-02-27 21:00:00,992,103
2019-02-27 21:15:00,938,84
2019-02-27 21:30:00,926,79
2019-02-27 21:45:00,749,80
2019-02-27 22:00:00,824,93
2019-02-27 22:15:00,786,105
2019-02-27 22:30:00,481,61
2019-02-27 22:45:00,420,56
2019-02-27 23:00:00,465,58
2019-02-27 23:15:00,631,63
2019-02-27 23:30:00,352,52
2019-02-27 23:45:00,172,28
2019-02-28 00:00:00,497,63
2019-02-28 00:15:00,383,47
2019-02-28 00:30:00,523,55
2019-02-28 00:45:00,121,20
2019-02-28 01:00:00,118,17
2019-02-28 01:15:00,150,26
2019-02-28 01:30:00,131,20
2019-02-28 01:45:00,58,14
2019-02-28 02:00:00,46,8
2019-02-28 02:15:00,105,11
2019-02-28 02:30:00,87,11
2019-02-28 02:45:00,67,11
2019-02-28 03:00:00,33,6
2019-02-28 03:15:00,31,8
2019-02-28 03:30:00,39,5
2019-02-28 03:45:00,23,5
2019-02-28 04:00:00,9,4
2019-02-28 04:15:00,13,6
2019-02-28 04:30:00,51,5
2019-02-28 04:45:00,16,5
2019-02-28 05:00:00,58,5
2019-02-28 05:15:00,58,20
2019-02-28 05:30:00,141,29
2019-02-28 05:45:00,127,33
2019-02-28 06:00:00,86,25
2019-02-28 06:15:00,121,30
2019-02-28 06:30:00,156,50
2019-02-28 06:45:00,142,39
2019-02-28 07:00:00,98,12
2019-02-28 07:15:00,224,61
2019-02-28 07:30:00,302,74
2019-02-28 07:45:00,288,71
2019-02-28 08:00:00,258,66
2019-02-28 08:15:00,476,79
2019-02-28 08:30:00,559,91
2019-02-28 08:45:00,340,59
2019-02-28 09:00:00,373,67
2019-02-28 09:15:00,419,64
2019-02-28 09:30:00,425,55
2019-02-28 09:45:00,521,55
2019-02-28 10:00:00,447,56
2019-02-28 10:15:00,426,70
2019-02-28 10:30:00,585,74
2019-02-28 10:45:00,450,85
2019-02-28 11:00:00,557,75
2019-02-28 11:15:00,597,85
2019-02-28 11:30:00,535,87
2019-02-28 11:45:00,567,90
2019-02-28 12:00:00,782,125
2019-02-28 12:15:00,626,127
2019-02-28 12:30:00,548,127
2019-02-28 12:45:00,520,112
2019-02-28 13:00:00,724,150
2019-02-28 13:15:00,498,113
2019-02-28 13:30:00,672,141
2019-02-28 13:45:00,594,117
2019-02-28 14:00:00,674,125
2019-02-28 14:15:00,599,110
2019-02-28 14:30:00,763,123
2019-02-28 14:45:00,484,87
2019-02-28 15:00:00,741,124
2019-02-28 15:15:00,804,115
2019-02-28 15:30:00,1001,121
2019-02-28 15:45:00,884,120
2019-02-28 16:00:00,888,113
2019-02-28 16:15:00,743,118
2019-02-28 16:30:00,877,129
2019-02-28 16:45:00,695,111
2019-02-28 17:00:00,907,129
2019-02-28 17:15:00,788,112
2019-02-28 17:30:00,921,123
2019-02-28 17:45:00,580,97
2019-02-28 18:00:00,1019,148
2019-02-28 18:15:00,687,114
2019-02-28 18:30:00,645,107
2019-02-28 18:45:00,738,103
2019-02-28 19:00:00,789,108
2019-02-28 19:15:00,749,99
2019-02-28 19:30:00,697,107
2019-02-28 19:45:00,620,77
2019-02-28 20:00:00,841,88
2019-02-28 20:15:00,1048,119
2019-02-28 20:30:00,808,97
2019-02-28 20:45:00,824,103
2019-02-28 21:00:00,892,86
2019-02-28 21:15:00,754,90
2019-02-28 21:30:00,562,82
2019-02-28 21:45:00,610,82
2019-02-28 22:00:00,903,92
2019-02-28 22:15:00,635,85
2019-02-28 22:30:00,598,80
2019-02-28 22:45:00,577,78
2019-02-28 23:00:00,525,75
2019-02-28 23:15:00,387,67
2019-02-28 23:30:00,785,67
2019-02-28 23:45:00,379,51
2019-03-01 00:00:00,764,77
2019-03-01 00:15:00,650,65
2019-03-01 00:30:00,403,54
2019-03-01 00:45:00,427,42
2019-03-01 01:00:00,258,42
2019-03-01 01:15:00,210,25
2019-03-01 01:30:00,161,27
2019-03-01 01:45:00,54,13
2019-03-01 02:00:00,88,23
2019-03-01 02:15:00,54,17
2019-03-01 02:30:00,41,5
2019-03-01 02:45:00,46,10
2019-03-01 03:00:00,36,6
2019-03-01 03:15:00,36,12
2019-03-01 03:30:00,23,7
2019-03-01 03:45:00,24,8
2019-03-01 04:00:00,5,3
2019-03-01 04:15:00,38,8
2019-03-01 04:30:00,34,7
2019-03-01 04:45:00,38,6
2019-03-01 05:00:00,63,11
2019-03-01 05:15:00,63,22
2019-03-01 05:30:00,146,22
2019-03-01 05:45:00,88,21
2019-03-01 06:00:00,123,30
2019-03-01 06:15:00,212,45
2019-03-01 06:30:00,161,51
2019-03-01 06:45:00,176,42
2019-03-01 07:00:00,,
2019-03-01 07:15:00,303,52
2019-03-01 07:30:00,279,74
2019-03-01 07:45:00,417,73
2019-03-01 08:00:00,458,81
2019-03-01 08:15:00,371,90
2019-03-01 08:30:00,448,84
2019-03-01 08:45:00,343,68
2019-03-01 09:00:00,421,84
2019-03-01 09:15:00,460,80
2019-03-01 09:30:00,476,76
2019-03-01 09:45:00,450,76
2019-03-01 10:00:00,602,79
2019-03-01 10:15:00,631,92
2019-03-01 10:30:00,570,100
2019-03-01 10:45:00,545,77
2019-03-01 11:00:00,750,109
2019-03-01 11:15:00,1027,108
2019-03-01 11:30:00,826,148
2019-03-01 11:45:00,745,114
2019-03-01 12:00:00,826,141
2019-03-01 12:15:00,666,135
2019-03-01 12:30:00,872,149
2019-03-01 12:45:00,843,156
2019-03-01 13:00:00,986,151
2019-03-01 13:15:00,793,139
2019-03-01 13:30:00,915,132
2019-03-01 13:45:00,854,117
2019-03-01 14:00:00,633,117
2019-03-01 14:15:00,560,92
2019-03-01 14:30:00,860,114
2019-03-01 14:45:00,855,118
2019-03-01 15:00:00,620,97
2019-03-01 15:15:00,883,123
2019-03-01 15:30:00,864,124
2019-03-01 15:45:00,708,117
2019-03-01 16:00:00,802,118
2019-03-01 16:15:00,880,105
2019-03-01 16:30:00,996,129
2019-03-01 16:45:00,940,104
2019-03-01 17:00:00,914,134
2019-03-01 17:15:00,1077,155
2019-03-01 17:30:00,852,119
2019-03-01 17:45:00,991,136
2019-03-01 18:00:00,1253,159
2019-03-01 18:15:00,971,120
2019-03-01 18:30:00,732,118
2019-03-01 18:45:00,924,131
2019-03-01 19:00:00,1098,130
2019-03-01 19:15:00,1138,140
2019-03-01 19:30:00,950,124
2019-03-01 19:45:00,918,105
2019-03-01 20:00:00,890,99
2019-03-01 20:15:00,945,100
2019-03-01 20:30:00,898,107
2019-03-01 20:45:00,993,89
2019-03-01 21:00:00,920,101
2019-03-01 21:15:00,982,88
2019-03-01 21:30:00,904,86
2019-03-01 21:45:00,957,96
2019-03-01 22:00:00,988,106
2019-03-01 22:15:00,731,84
2019-03-01 22:30:00,787,98
2019-03-01 22:45:00,410,69
2019-03-01 23:00:00,794,78
2019-03-01 23:15:00,736,82
2019-03-01 23:30:00,706,70
2019-03-01 23:45:00,554,62
2019-03-02 00:00:00,595,51
2019-03-02 00:15:00,234,32
2019-03-02 00:30:00,165,30
2019-03-02 00:45:00,415,47
2019-03-02 01:00:00,321,52
2019-03-02 01:15:00,222,33
2019-03-02 01:30:00,252,25
2019-03-02 01:45:00,131,22
2019-03-02 02:00:00,129,17
2019-03-02 02:15:00,96,21
2019-03-02 02:30:00,50,15
2019-03-02 02:45:00,101,14
2019-03-02 03:00:00,69,15
2019-03-02 03:15:00,117,16
2019-03-02 03:30:00,43,15
2019-03-02 03:45:00,26,8
2019-03-02 04:00:00,30,5
2019-03-02 04:15:00,31,11
2019-03-02 04:30:00,33,9
2019-03-02 04:45:00,59,11
2019-03-02 05:00:00,38,9
2019-03-02 05:15:00,76,17
2019-03-02 05:30:00,128,22
2019-03-02 05:45:00,95,15
2019-03-02 06:00:00,71,21
2019-03-02 06:15:00,127,23
2019-03-02 06:30:00,171,30
2019-03-02 06:45:00,88,21
2019-03-02 07:00:00,,
2019-03-02 07:15:00,9,2
2019-03-02 07:30:00,192,37
2019-03-02 07:45:00,198,39
2019-03-02 08:00:00,273,56
2019-03-02 08:15:00,358,59
2019-03-02 08:30:00,516,70
2019-03-02 08:45:00,391,59
2019-03-02 09:00:00,566,65
2019-03-02 09:15:00,701,65
2019-03-02 09:30:00,897,82
2019-03-02 09:45:00,582,67
2019-03-02 10:00:00,727,80
2019-03-02 10:15:00,934,81
2019-03-02 10:30:00,660,82
2019-03-02 10:45:00,781,87
2019-03-02 11:00:00,897,87
2019-03-02 11:15:00,823,83
2019-03-02 11:30:00,924,93
2019-03-02 11:45:00,882,98
2019-03-02 12:00:00,944,115
2019-03-02 12:15:00,1087,116
2019-03-02 12:30:00,1068,112
2019-03-02 12:45:00,1089,123
2019-03-02 13:00:00,1179,130
2019-03-02 13:15:00,1159,124
2019-03-02 13:30:00,1143,129
2019-03-02 13:45:00,1022,132
2019-03-02 14:00:00,1208,137
2019-03-02 14:15:00,1159,127
2019-03-02 14:30:00,902,109
2019-03-02 14:45:00,792,115
2019-03-02 15:00:00,941,113
2019-03-02 15:15:00,931,101
2019-03-02 15:30:00,828,106
2019-03-02 15:45:00,859,103
2019-03-02 16:00:00,908,114
2019-03-02 16:15:00,760,93
2019-03-02 16:30:00,1088,106
2019-03-02 16:45:00,764,95
2019-03-02 17:00:00,1098,119
2019-03-02 17:15:00,1105,123
2019-03-02 17:30:00,1039,105
2019-03-02 17:45:00,991,98
2019-03-02 18:00:00,1031,110
2019-03-02 18:15:00,104,105
2019-03-02 18:30:00,945,76
2019-03-02 18:45:00,743,62
2019-03-02 19:00:00,635,70
2019-03-02 19:15:00,811,79
2019-03-02 19:30:00,432,58
2019-03-02 19:45:00,514,81
2019-03-02 20:00:00,604,96
2019-03-02 20:15:00,790,99
2019-03-02 20:30:00,672,82
2019-03-02 20:45:00,591,59
2019-03-02 21:00:00,518,87
2019-03-02 21:15:00,474,65
2019-03-02 21:30:00,558,68
2019-03-02 21:45:00,468,66
2019-03-02 22:00:00,542,73
2019-03-02 22:15:00,509,74
2019-03-02 22:30:00,461,64
2019-03-02 22:45:00,575,56
2019-03-02 23:00:00,477,66
2019-03-02 23:15:00,530,61
2019-03-02 23:30:00,452,60
2019-03-02 23:45:00,307,55
2019-03-03 00:00:00,172,35
2019-03-03 00:15:00,241,33
2019-03-03 00:30:00,262,34
2019-03-03 00:45:00,227,36
2019-03-03 01:00:00,263,38
2019-03-03 01:15:00,150,28
2019-03-03 01:30:00,150,25
2019-03-03 01:45:00,89,17
2019-03-03 02:00:00,214,31
2019-03-03 02:15:00,126,17
2019-03-03 02:30:00,69,15
2019-03-03 02:45:00,31,10
2019-03-03 03:00:00,88,14
2019-03-03 03:15:00,73,10
2019-03-03 03:30:00,35,14
2019-03-03 03:45:00,55,9
2019-03-03 04:00:00,111,17
2019-03-03 04:15:00,64,12
2019-03-03 04:30:00,81,19
2019-03-03 04:45:00,35,8
2019-03-03 05:00:00,14,7
2019-03-03 05:15:00,23,9
2019-03-03 05:30:00,38,14
2019-03-03 05:45:00,50,14
2019-03-03 06:00:00,45,16
2019-03-03 06:15:00,108,24
2019-03-03 06:30:00,92,19
2019-03-03 06:45:00,107,18
2019-03-03 07:00:00,150,27
2019-03-03 07:15:00,157,29
2019-03-03 07:30:00,206,38
2019-03-03 07:45:00,125,27
2019-03-03 08:00:00,,
2019-03-03 08:15:00,,
2019-03-03 08:30:00,332,37
2019-03-03 08:45:00,361,50
2019-03-03 09:00:00,452,72
2019-03-03 09:15:00,543,55
2019-03-03 09:30:00,484,77
2019-03-03 09:45:00,596,62
2019-03-03 10:00:00,607,71
2019-03-03 10:15:00,740,103
2019-03-03 10:30:00,684,105
2019-03-03 10:45:00,784,85
2019-03-03 11:00:00,934,95
2019-03-03 11:15:00,760,111
2019-03-03 11:30:00,775,93
2019-03-03 11:45:00,852,99
2019-03-03 12:00:00,919,120
2019-03-03 12:15:00,894,114
2019-03-03 12:30:00,798,105
2019-03-03 12:45:00,905,113
2019-03-03 13:00:00,1032,116
2019-03-03 13:15:00,894,117
2019-03-03 13:30:00,903,120
2019-03-03 13:45:00,858,112
2019-03-03 14:00:00,859,106
2019-03-03 14:15:00,725,99
2019-03-03 14:30:00,660,88
2019-03-03 14:45:00,587,99
2019-03-03 15:00:00,873,119
2019-03-03 15:15:00,656,111
2019-03-03 15:30:00,589,88
2019-03-03 15:45:00,475,78
2019-03-03 16:00:00,664,84
2019-03-03 16:15:00,448,75
2019-03-03 16:30:00,447,82
2019-03-03 16:45:00,594,87
2019-03-03 17:00:00,684,93
2019-03-03 17:15:00,710,93
2019-03-03 17:30:00,565,90
2019-03-03 17:45:00,572,81
2019-03-03 18:00:00,594,87
2019-03-03 18:15:00,881,112
2019-03-03 18:30:00,670,77
2019-03-03 18:45:00,667,81
2019-03-03 19:00:00,795,103
2019-03-03 19:15:00,770,101
2019-03-03 19:30:00,568,105
2019-03-03 19:45:00,752,85
2019-03-03 20:00:00,787,101
2019-03-03 20:15:00,590,86
2019-03-03 20:30:00,570,92
2019-03-03 20:45:00,454,70
2019-03-03 21:00:00,696,97
2019-03-03 21:15:00,621,78
2019-03-03 21:30:00,657,80
2019-03-03 21:45:00,467,71
2019-03-03 22:00:00,474,71
2019-03-03 22:15:00,315,60
2019-03-03 22:30:00,270,61
2019-03-03 22:45:00,360,52
2019-03-03 23:00:00,499,68
2019-03-03 23:15:00,421,63
2019-03-03 23:30:00,333,52
2019-03-03 23:45:00,232,41
2019-03-04 00:00:00,384,37
2019-03-04 00:15:00,259,35
2019-03-04 00:30:00,259,42
2019-03-04 00:45:00,167,29
2019-03-04 01:00:00,151,34
2019-03-04 01:15:00,130,34
2019-03-04 01:30:00,123,22
2019-03-04 01:45:00,67,15
2019-03-04 02:00:00,77,15
2019-03-04 02:15:00,37,8
2019-03-04 02:30:00,96,19
2019-03-04 02:45:00,78,15
2019-03-04 03:00:00,30,2
2019-03-04 03:15:00,53,11
2019-03-04 03:30:00,36,12
2019-03-04 03:45:00,11,5
2019-03-04 04:00:00,15,7
2019-03-04 04:15:00,35,11
2019-03-04 04:30:00,29,8
2019-03-04 04:45:00,32,9
2019-03-04 05:00:00,12,3
2019-03-04 05:15:00,46,10
2019-03-04 05:30:00,50,13
2019-03-04 05:45:00,65,17
2019-03-04 06:00:00,70,22
2019-03-04 06:15:00,107,26
2019-03-04 06:30:00,93,31
2019-03-04 06:45:00,64,21
2019-03-04 07:00:00,25,5
2019-03-04 07:15:00,150,40
2019-03-04 07:30:00,253,45
2019-03-04 07:45:00,142,38
2019-03-04 08:00:00,250,51
2019-03-04 08:15:00,289,54
2019-03-04 08:30:00,229,42
2019-03-04 08:45:00,181,40
2019-03-04 09:00:00,270,54
2019-03-04 09:15:00,365,63
2019-03-04 09:30:00,505,74
2019-03-04 09:45:00,474,68
2019-03-04 10:00:00,488,81
2019-03-04 10:15:00,541,88
2019-03-04 10:30:00,456,83
2019-03-04 10:45:00,411,62
2019-03-04 11:00:00,618,83
2019-03-04 11:15:00,803,98
2019-03-04 11:30:00,926,115
2019-03-04 11:45:00,938,121
2019-03-04 12:00:00,949,129
2019-03-04 12:15:00,797,122
2019-03-04 12:30:00,889,125
2019-03-04 12:45:00,693,119
2019-03-04 13:00:00,920,124
2019-03-04 13:15:00,988,125
2019-03-04 13:30:00,689,125
2019-03-04 13:45:00,674,111
2019-03-04 14:00:00,795,104
2019-03-04 14:15:00,527,104
2019-03-04 14:30:00,751,119
2019-03-04 14:45:00,746,119
2019-03-04 15:00:00,634,108
2019-03-04 15:15:00,755,100
2019-03-04 15:30:00,810,117
2019-03-04 15:45:00,717,95
2019-03-04 16:00:00,735,113
2019-03-04 16:15:00,739,91
2019-03-04 16:30:00,748,95
2019-03-04 16:45:00,620,100
2019-03-04 17:00:00,790,116
2019-03-04 17:15:00,860,114
2019-03-04 17:30:00,828,106
2019-03-04 17:45:00,678,106
2019-03-04 18:00:00,1012,138
2019-03-04 18:15:00,927,121
2019-03-04 18:30:00,752,104
2019-03-04 18:45:00,505,83
2019-03-04 19:00:00,654,105
2019-03-04 19:15:00,662,73
2019-03-04 19:30:00,630,72
2019-03-04 19:45:00,721,87
2019-03-04 20:00:00,903,80
2019-03-04 20:15:00,749,92
2019-03-04 20:30:00,564,74
2019-03-04 20:45:00,365,57
2019-03-04 21:00:00,578,82
2019-03-04 21:15:00,622,85
2019-03-04 21:30:00,567,80
2019-03-04 21:45:00,470,64
2019-03-04 22:00:00,467,65
2019-03-04 22:15:00,359,67
2019-03-04 22:30:00,362,60
2019-03-04 22:45:00,393,53
2019-03-04 23:00:00,311,57
2019-03-04 23:15:00,304,60
2019-03-04 23:30:00,219,48
2019-03-04 23:45:00,347,46
2019-03-05 00:00:00,139,20
2019-03-05 00:15:00,140,26
2019-03-05 00:30:00,292,33
2019-03-05 00:45:00,220,35
2019-03-05 01:00:00,195,28
2019-03-05 01:15:00,151,23
2019-03-05 01:30:00,188,29
2019-03-05 01:45:00,59,16
2019-03-05 02:00:00,173,16
2019-03-05 02:15:00,77,19
2019-03-05 02:30:00,149,17
2019-03-05 02:45:00,65,15
2019-03-05 03:00:00,116,14
2019-03-05 03:15:00,21,9
2019-03-05 03:30:00,126,11
2019-03-05 03:45:00,26,6
2019-03-05 04:00:00,50,12
2019-03-05 04:15:00,27,10
2019-03-05 04:30:00,22,7
2019-03-05 04:45:00,43,8
2019-03-05 05:00:00,76,9
2019-03-05 05:15:00,39,10
2019-03-05 05:30:00,41,14
2019-03-05 05:45:00,72,15
2019-03-05 06:00:00,56,21
2019-03-05 06:15:00,104,26
2019-03-05 06:30:00,110,31
2019-03-05 06:45:00,126,30
2019-03-05 07:00:00,138,28
